variable_id,mz,rt,QC_01,QC_02,QC_03,QC_04
M287T182_NEG,286.982653674811,182.302,294863.4194434919,317772.27268607996,248054.24132009616,307967.3394451167
M287T199_NEG,287.0392472267879,198.80200000000002,318201.86144995154,325339.7578629553,364668.93780739163,383131.2622180999
M287T71_NEG,287.04538859772003,70.90265,1512309.1450600447,1491450.5138401801,1447410.622854242,1777068.2252104022
M287T401_NEG,287.0773875918918,400.8635,625020.029345116,327133.60382142826,513192.1504326194,446023.3395671722
M287T218_NEG,287.0667899359238,218.204,2559508.022929275,2589078.3548191977,2537079.8624972873,2684018.024517234
M287T431_NEG,287.0759321446667,431.265,NA,82943.26419179786,NA,126027.63515078116
M287T108_NEG,287.09005894085436,108.0685,353746.1331269533,537140.7697437267,345532.3260976561,132350.60961816413
M287T556_NEG,287.1504945496006,556.4555,205947.9695806109,187032.32843749857,200890.98228804115,181372.44651901268
M287T445_NEG,287.1505138442972,445.126,173249.7872387702,187320.33412109286,176121.03866601593,152778.40759068186
M287T721_NEG,287.1660457526947,720.744,2863331.075695472,2812588.8871556967,2867650.389593086,2841077.533568464
M287T502_NEG,287.18695652292377,502.06600000000003,146442.76835072564,90431.67225270427,56535.7332740232,75571.88179361993
M287T706_NEG,287.2424710095632,705.7104999999999,905555.8400625015,951051.3597402322,1002684.8658251861,905260.4965312387
M288T99_NEG,287.9420330361378,99.04945000000001,499128.92750298296,541363.1667027079,NA,277996.8217605113
M288T71_NEG,288.04638877525,70.90265,461298.9117626666,452176.70463613287,356120.95159778657,520201.92509330314
M288T218_NEG,288.0700212936294,217.7895,198821.40616840302,225617.37146221465,230836.68366566038,190259.680478693
M288T65_NEG,288.0611114986027,65.32705,1135175.7697699203,989450.5628592961,NA,NA
M288T720_NEG,288.1692216527316,719.9135,505441.18646289303,449194.518990883,511627.62299999606,470873.94257405197
M289T945_NEG,288.9150522268674,944.6759999999999,290007.564742676,277235.65371892723,299475.7468256851,276810.7951595044
M289T61_NEG,288.9367767191697,61.32899999999999,114830782.30895022,115725226.87568766,95665828.21687505,108694030.27390005
M289T936_NEG,288.9372286131794,936.2494999999999,537835.8706328124,494101.870464834,467414.7011779486,622293.3424156258
M289T182_NEG,288.9665007969553,181.8915,445068.28376796853,296699.61919921846,263640.5664220921,204348.86706333695
M289T79_NEG,288.98764098239,78.5771,39996907.27349164,42096127.81285912,41771736.25082546,39775011.956087135
M289T151_NEG,289.008443155297,150.9225,75118.01463222658,66336.139211263,89590.06020345054,76099.568491862
M289T699_NEG,289.0702167921862,699.0005,480043.79042236065,532105.0295221349,464287.796036137,529137.0384041042
M289T411_NEG,289.08320015992774,410.84000000000003,870784.2848144489,906123.6051432292,906271.0740034665,938519.0710546892
M289T454_NEG,289.08336225623356,454.143,318759.16768456966,366223.86978004774,405486.85597509786,NA
M289T424_NEG,289.0935780239214,424.174,1506940.9899639408,1550914.8424644899,1509216.8465039087,1662496.2263314459
M289T340_NEG,289.1667531479064,340.21950000000004,80230.82045429654,NA,121238.55221972667,NA
M289T712_NEG,289.1811298566663,712.3915,7253428.268978226,7477240.354287385,7208804.543208728,7812931.415875385
M290T61_NEG,289.9380009529763,61.3323,14745540.732012909,14832614.90484377,12433879.095832037,NA
M290T99_NEG,289.93711713459766,98.66035,NA,15386566.672919886,12704255.46102316,NA
M290T159_NEG,289.93724250663286,159.17399999999998,NA,685757.7325484838,NA,723009.9347300568
M290T80_NEG,289.9370499755308,80.1849,NA,6805734.172963921,5913593.0845424095,NA
M290T148_NEG,289.98370174407034,148.437,443562.980874999,568137.9210347212,539289.2167612304,486444.33915066934
M290T410_NEG,290.0868933583065,410.423,123109.27234609365,106835.74506913993,108152.69537483776,118897.97789374951
M290T424_NEG,290.0972672543532,423.7795,183027.67046123868,152227.39967695423,179145.25621093615,158329.2253146969
M290T712_NEG,290.1851691433724,712.415,1321395.7280343708,1360822.99967985,1258435.96199088,1403681.8870369387
M290T741_NEG,290.1850037225355,741.1700000000001,NA,64937.834220703604,NA,82484.89616666683
M290T702_NEG,290.19784576707866,701.9055,64202.00204765687,NA,74670.31598906245,NA
M291T751_1_NEG,290.6853213895735,750.7635,NA,171711.12866015497,NA,208459.19733561255
M291T944_NEG,290.85427352335927,943.84,437357.5403621918,227022.1171951627,210483.7730939445,NA
M291T61_NEG,290.9344542460136,61.32899999999999,13304591.890734378,14299640.48653127,11990612.714718755,13244746.472103132
M291T96_NEG,290.9460267903918,96.1584,1319701.0054698153,1089698.1650984257,NA,NA
M291T79_NEG,290.98357289478804,79.0076,NA,985660.2951662508,1036544.6282190724,799160.4869867892
M291T348_NEG,291.01284096241255,347.75750000000005,78368.19737500008,116578.7961337887,98872.38790625005,138244.32019952373
M291T451_NEG,291.04889030153123,450.8165,1031094.7633238621,1008846.5062499987,1019823.9819426467,908759.2925476567
M291T523_NEG,291.04517313100325,523.1645000000001,1095420.1250836605,1078504.8496464812,1018304.2617076567,1108759.9972049312
M291T516_NEG,291.0626374855606,516.472,41924.816645605,NA,57706.19896875061,59292.29785156285
M291T709_NEG,291.12263263288287,709.0505,637407.1442874987,689288.7902421816,724727.0737312585,747612.0559312506
M291T727_NEG,291.1970028754341,727.374,1362731.1517416295,1607275.128382797,1655617.606740657,1837599.2730365251
M291T712_NEG,291.197070799082,712.3354999999999,2321578.3213503347,2503440.0010737334,1614175.8774667962,2373662.4112722017
M291T751_2_NEG,291.19683048397894,751.486,96652669.53955252,100977156.55228296,128717244.09132318,99613567.7890199
M291T938_NEG,291.1971377581761,938.494,NA,661307.1355110055,841508.0007788107,738496.5153155045
M292T983_NEG,291.88383893606215,983.262,38682.95183828174,73587.66666266783,NA,NA
M292T76_NEG,291.9713293145803,75.71815,2543614.937451568,2347204.222464063,2959210.1572565637,2816260.3480867175
M292T148_NEG,291.9795375016977,148.4225,61159.686865234384,39823.35342304678,NA,NA
M292T463_NEG,292.00810576586014,463.3555,413332.0533544926,400841.78850976506,420910.0867294927,453844.40137946414
M292T364_NEG,292.0477276409674,364.2615,86481.45445507811,72984.01706171944,94735.21903483091,92160.40078086015
M292T222_NEG,292.0423418299715,221.524,112968.49875000016,192388.2635044386,133254.70139648442,144330.5488574224
M292T523_NEG,292.04829355452534,523.1645000000001,118141.25449218745,85319.24655000013,80790.84452799548,143509.52997549734
M292T65_NEG,292.0732979482833,64.96209999999999,NA,NA,577893.1130859363,622351.5696518747
M292T302_NEG,292.10449788855635,302.35900000000004,105125.07612121599,106328.62224540206,109896.41985795437,85869.57713623022
M292T483_NEG,292.1194235375059,483.246,174755.334624373,201087.16847478718,156402.3218843749,180070.10157812398
M292T751_NEG,292.2002977430953,751.486,16174013.02831061,16659580.824510686,20719616.097837877,16324156.558012523
M293T758_1_NEG,292.6964811024043,758.115,136198.06318417686,NA,NA,263866.34497577825
M293T946_NEG,292.89713745104905,945.7475,222716.07474786966,176058.73717307788,154318.5253859871,141673.05618430363
M293T977_NEG,292.909550459682,977.458,1569633.6225742155,815995.3021689968,1802860.0551385083,2919564.2110665855
M293T1065_NEG,292.90932163504016,1065.02,933180.0879793027,861651.7307089865,915841.6709127481,528570.4542517056
M293T62_NEG,292.92973680995897,61.753,2021698.860772852,2372879.503300892,2235880.8044949784,1877540.6804972666
M293T82_NEG,292.9588709331225,82.2357,433840.2908252923,392437.93431336334,NA,331005.96716816426
M293T588_NEG,293.03994541536997,588.062,73073.67024739584,88254.73463105451,83771.82092988398,87421.05287499932
M293T219_NEG,293.02823474191,218.62,165674.66834099768,144926.02657412135,133305.8650919053,159577.01495486067
M293T393_NEG,293.10117363559004,392.50350000000003,1985911.750500011,2151989.7482320317,1969695.246848438,2070383.4309201438
M293T698_NEG,293.1038322034159,698.101,NA,351664.7694902335,333643.6022593816,278930.42207070166
M293T283_NEG,293.1247891134295,282.85450000000003,1426735.2017652148,1353162.5765156222,1349673.5674987303,1343950.8907457849
M293T304_NEG,293.1246950474506,304.0195,NA,576994.5209402675,NA,543070.7144981498
M293T497_NEG,293.14006301277277,496.5375,285892.86461718706,315503.4540149199,294179.45857910183,316797.4505494493
M293T518_NEG,293.1399552838028,518.358,108536.36579560445,75685.70038085895,135004.243776172,NA
M293T719_NEG,293.1760888619276,719.0775,13928265.364378806,14505619.26430184,13960117.236465605,13971099.839176713
M293T790_NEG,293.1796825282337,790.427,NA,1713598.212062512,1675512.575730462,1711998.445406235
M293T797_NEG,293.21271235188954,797.003,17656944.163628913,16800881.88978684,17346416.499609333,16545636.510000004
M293T758_2_NEG,293.2124618148524,758.2605,100454754.91316245,109301614.0867956,110657423.78762744,123143154.46736887
M293T939_NEG,293.21294256165106,938.7275,NA,476916.61236382026,NA,533180.1731835946
M294T411_NEG,294.0237923661617,410.869,634980.4268824308,350850.6671517848,574873.8138609736,469468.39328883326
M294T549_NEG,294.0236834407366,549.4985,56152.24914038111,61575.40041829438,NA,NA
M294T71_NEG,294.04515274780584,70.93435,1314665.183571761,1177035.731062502,1129733.7022084282,1194875.4464991062
M294T65_NEG,294.06992468514056,65.36325,NA,218079.79573124985,NA,162782.10231445305
M294T392_NEG,294.1051746297375,392.0675,282100.5430166026,253052.58266741122,264040.30174696154,224321.60852812303
M294T320_NEG,294.0991731872152,319.793,142984.97705691945,142956.28597656125,118447.5605625007,119929.09232666095
M294T283_NEG,294.1282818078361,282.85450000000003,79002.39905273482,119690.78652382802,84509.07014465332,130971.9908082931
M294T719_NEG,294.1791724526835,719.0775,2309014.4816993964,2448952.176868824,2159541.8976562326,2318872.4596044794
M294T791_NEG,294.1828531307695,790.7365,NA,NA,240219.73453292073,231709.47295434368
M294T797_NEG,294.216100150226,797.005,3140417.427412878,3056011.5334694437,3163402.529383795,2927134.4553750004
M294T758_NEG,294.2159800376412,758.115,16459675.20636114,18050096.558692425,19042360.48509945,20406900.88290572
M295T937_NEG,294.9537490707487,937.081,1013922.2297679204,1235158.2262531265,1210319.9077995636,1266441.1020008358
M295T930_NEG,294.9833621173527,929.793,1331074.3174861155,1280611.3565376287,1203930.4586999519,1067601.7851787787
M295T470_NEG,294.99952668720874,469.89,NA,137418.2151722001,180453.1258995541,127513.64670234379
M295T115_NEG,295.0049637110419,114.976,85586.54742421865,NA,67912.8697078125,126374.86079827
M295T443_NEG,295.080468327609,442.54200000000003,175309.03200325588,235292.36706249902,212014.88161889758,203875.88228613388
M295T371_NEG,295.08626633952986,371.031,62801.319655761894,50403.28292402345,NA,NA
M295T123_NEG,295.10370121091245,122.5545,384343.7599385747,409574.91023966507,326272.82531396527,384950.0962961645
M295T387_NEG,295.11707081740394,386.63800000000003,NA,NA,67963.95038320243,41063.178804199604
M295T362_NEG,295.14043057844725,361.84799999999996,263435.81550000096,338348.79544389294,288616.3786085951,282765.0215451396
M295T376_NEG,295.14073371040706,376.086,548890.458085935,NA,551825.1808614256,508145.59507883555
M295T628_NEG,295.1553373569918,628.0575,1982665.7264741708,2150652.686104153,2161604.550348487,2126264.133368204
M295T698_NEG,295.15529431980843,698.29,703401.6017420316,710646.4809736363,570657.4498892988,622484.2867697765
M295T648_NEG,295.1553246105507,648.4725,459786.2347853048,442162.11790247436,450703.4773894544,514769.0893126216
M295T554_NEG,295.155206610333,553.808,165181.74191601638,NA,305016.2255252432,182485.5118125004
M295T738_NEG,295.191646997769,738.156,4040180.2489161063,4103394.086378983,3854749.6583380788,3719977.5873867166
M295T781_NEG,295.22781858775477,780.5235,26252610.67576504,23889255.48668321,27937352.91812047,24931031.920264542
M295T758_NEG,295.219068941469,758.115,1460994.9269601197,1523714.9167499884,1866838.8983574102,1960997.3376274437
M295T796_NEG,295.21894786981557,796.068,235151.593056247,NA,237264.64192812794,NA
M296T85_NEG,295.89362823303924,85.44865,1364946.1716625008,1206534.901782812,830984.4128207815,668459.1111482639
M296T125_NEG,295.99446401677636,125.37049999999999,128659.4896907554,145462.76575697566,153354.16930803593,140879.38276977526
M296T68_NEG,296.00265244972303,67.7787,2794980.9076159727,2719548.036705939,2293799.273449369,2627115.121196429
M296T182_NEG,296.0002802547604,181.8915,147317.99631347696,163806.58012380646,148620.8729949951,177529.7407988281
M296T931_NEG,296.0039509286652,931.176,378787.1509643938,958616.845791668,NA,654274.9553457039
M296T365_NEG,296.02901445918457,365.0915,221665.36218066473,197084.813816162,198433.84988476508,159018.6059150391
M296T627_NEG,296.1588973186426,627.325,273793.26861064194,267630.54619086283,333781.38765927765,230461.13749349132
M296T698_NEG,296.1584005275423,698.153,NA,116148.50464257965,NA,77906.08931406209
M296T739_NEG,296.19544863948556,738.9925000000001,563898.4218963037,613292.4997984745,612638.9955264408,647669.9800156244
M296T781_NEG,296.2319403816883,780.5235,4490670.725677117,4258719.100164076,5079943.741094471,4355566.870846831
M297T65_1_NEG,296.8829180752296,64.53025,5624285.990281242,6093089.862661784,6319395.93768001,6125138.292590005
M297T101_NEG,296.9238876224365,100.7085,413926.62597134226,641896.019018466,642378.7832040126,556459.3030570316
M297T76_NEG,296.95266931621353,75.74185,3122083.1637740396,2751349.701422654,3442025.1903491225,2921877.1280482933
M297T287_NEG,296.9994015054681,286.595,NA,108045.35002508994,NA,91827.49426454365
M297T65_2_NEG,297.0109310743511,65.3079,526352.5988132806,516527.80489953083,507900.6493050007,NA
M297T213_NEG,297.05705087748316,213.243,115954.88532226563,94454.61787500011,88127.15749414085,NA
M297T404_NEG,297.0981537491158,404.06,256119.18679218963,229031.23406640667,210062.92070172986,NA
M297T240_NEG,297.0960784819869,239.708,85196.32899072272,73647.2434208982,NA,72019.61070468742
M297T104_NEG,297.1198007446428,103.51249999999999,11385228.952282323,11524878.673942983,6879085.546126889,7063839.689552856
M297T723_NEG,297.12515847458025,722.524,229293.93129609356,283956.30912304315,216641.7136984366,NA
M297T483_NEG,297.13463420840594,483.327,578083.9055261223,456149.413379312,474465.4757789853,499072.0580090337
M297T469_NEG,297.13458881802813,468.674,NA,287244.928035458,NA,283091.03070922836
M297T899_NEG,297.1532711795672,899.473,894478.133286242,1238084.7397118744,982299.738360937,1102023.1622367015
M297T681_NEG,297.17109499690173,680.618,782708.0261117723,749847.5238203137,808832.0627388853,614964.2492500058
M297T712_NEG,297.17112051723194,712.3354999999999,1320374.9506040078,1319421.2680703155,1346277.0879228495,1430060.8725659202
M297T586_NEG,297.1711097192888,585.567,3423591.954110065,3597918.6850440507,3564841.0244414196,3622355.6469172994
M297T756_NEG,297.2074340895551,755.622,198817.764748696,NA,164205.43276367456,191547.79742031364
M297T781_NEG,297.23439972287963,780.5235,374118.73663281946,331668.356085287,435914.0285993297,398343.42539062497
M298T976_NEG,297.90113587222004,976.3340000000001,2185347.7975140945,1130947.5721097505,1366839.884181408,741881.6874898894
M298T992_NEG,297.90105140979824,991.5335,NA,NA,567895.8909207609,965569.8292228243
M298T1006_NEG,297.9010445729891,1005.78,NA,939472.978972725,539010.0860527348,NA
M298T77_NEG,297.97931915387113,76.52595,471887.86690848315,NA,NA,660605.6513677079
M298T453_NEG,298.0205584803853,453.491,134747.16611979192,NA,138507.85702473918,128151.785249999
M298T320_NEG,298.05728741491737,319.793,247078.76699194242,261058.9944397783,221666.2186832674,215196.94691992283
M298T97_NEG,298.1230451287924,97.0137,486970.90752187616,578383.5002189839,495272.4665601562,489995.0600466792
M298T586_NEG,298.17447942601905,585.567,417572.63877420546,502548.38527026103,502184.07481370115,516835.250402166
M298T680_NEG,298.1742763135692,679.861,72681.99288085832,NA,NA,88434.06110660781
M298T712_NEG,298.1745374577014,712.073,132586.57050351595,143690.5512283375,NA,NA
M299T941_NEG,298.83560165621793,941.36,221601.3359420547,73622.1599304205,NA,NA
M299T65_NEG,298.8811024325958,64.5439,NA,1229014.5893381245,1290448.360880002,1269352.0937625011
M299T261_NEG,299.07760695746765,261.3185,6843938.202419334,6901792.109875001,6967986.377753898,6819441.953749999
M299T111_NEG,299.0775143279438,111,1487666.821228591,1493254.616134983,1485444.2522392587,1537838.4935473627
M299T71_NEG,299.0996604929735,70.9243,1293541.1334853817,1445797.598182885,1301701.9981041686,1338161.8036325865
M299T301_NEG,299.09050080690366,300.775,58279.313726562374,NA,60108.05244082019,NA
M299T205_NEG,299.11421421291044,204.99099999999999,182292.0302734374,134624.4302443357,136118.95619303366,131240.5760807295
M299T483_NEG,299.11413521685233,483.208,129089.6035640627,NA,102083.53497680688,92571.26576484347
M299T289_NEG,299.11395459702106,288.666,NA,116483.37185807379,NA,113018.05728548206
M299T331_NEG,299.11425253021855,331.08299999999997,135950.82182535846,NA,NA,134182.64297539095
M299T530_NEG,299.1867126015509,529.8444999999999,10925570.672569126,10744207.57955103,11097115.529556613,8426194.286028035
M299T632_NEG,299.1866586097235,632.3115,380556.25828247156,406618.2808300799,362264.186166503,486245.4435288785
M299T734_NEG,299.202167029188,734.489,161721.28282177655,134429.93836154428,105486.79978444657,83652.14229980562
M299T771_NEG,299.2229399898579,771.1585,NA,78735.60009082106,NA,87051.1640769529
M299T843_NEG,299.2595099896911,843.141,NA,771726.5866066281,572590.2995440669,429431.9184254796
M300T940_NEG,299.91939242267154,939.9404999999999,2386015.0278914105,2233252.0044085053,3319652.3059134474,2247375.1139941365
M300T65_NEG,299.94476857297724,64.54769999999999,NA,NA,323986.9757950005,244433.1154496877
M300T63_NEG,300.0496632294133,62.91505,407299.1582902775,323371.8826399998,374201.8056884768,283030.78992031293
M300T123_NEG,300.0472255646987,123.35650000000001,132132.86180390624,105755.23061249999,136990.34583903017,108124.86478124975
M300T222_NEG,300.07311374364895,221.524,195574.54538515676,162525.4480517579,171387.6723852538,190376.25330699602
M300T261_NEG,300.0809143694529,261.3185,868522.1161267587,877616.4268265598,735460.2716316378,837882.6656161222
M300T111_NEG,300.08102764458386,111,194278.1941156255,179063.56371663403,163199.62604817687,172077.47339420614
M300T166_NEG,300.08108661945664,166.16699999999997,75479.89198559585,51834.26556738293,44646.588373242186,81183.85244531251
M300T214_NEG,300.1090908688712,214.0685,69314.69220703116,76382.33743164077,70798.26438281225,61550.56571562508
M300T324_NEG,300.1092271750513,324.358,312936.3410729166,325329.02019384864,289711.73867871077,316935.2858565683
M300T308_NEG,300.1176302767135,307.86850000000004,77770.53636718707,56490.01259765626,87593.72819954442,70455.54577148447
M300T530_NEG,300.1904735187593,529.8444999999999,1760657.6919817186,1762724.8032328119,1713226.2013792365,1357514.1080106029
M301T90_NEG,300.86224724439955,90.0447,NA,344068.84101672797,NA,289501.296956836
M301T939_NEG,300.90275454807426,938.9259999999999,95359.25117447805,230608.77535025883,233844.95562951657,284048.07595515315
M301T184_NEG,300.9964041772339,184.34050000000002,860303.555219939,868081.7969411217,791318.8066192255,816538.5225372548
M301T110_NEG,301.01440801501815,110.0815,1038965.2630322267,1162831.689242188,975259.9409179694,1016911.75459375
M301T91_NEG,301.04321175936434,91.22489999999999,1201296.0546075879,NA,NA,1211597.2249353041
M301T365_NEG,301.06562821360376,365.0915,1164655.3526570466,1169196.4976718726,1214656.3103083782,1154886.9770820318
M301T544_NEG,301.0599916768439,544.3995,496136.7838541667,515822.0916875031,517169.2431640625,531706.9792826687
M301T218_NEG,301.056684233965,217.7895,239274.04133323333,239958.62753458662,211937.4490169269,206688.8355661622
M301T272_NEG,301.0935942441231,272.0825,1347742.8024169933,1445241.880630553,1471041.0335993296,1429866.5168976565
M301T497_NEG,301.12005788376456,497.3675,188394.07638818322,203660.0988125011,230702.50890234404,199017.5153869639
M301T385_NEG,301.1198811233354,385.031,853040.7514062535,951601.1748671874,872113.3578417951,860033.5669786942
M301T460_NEG,301.119650792865,459.97,106511.40311875015,197780.95687109337,218442.25815820487,NA
M301T509_NEG,301.1295150254158,508.51,NA,NA,53585.45855295112,62112.69177674281
M301T841_NEG,301.1669729551953,841.194,1935783.890906249,2001731.380033019,2193730.215964532,2053292.224494782
M301T568_NEG,301.20265385569337,568.1005,206098.12103027364,210823.57962951745,258593.77743225626,235655.35230854145
M301T529_NEG,301.192596380375,529.3399999999999,NA,NA,115953.63131729321,91131.3222883709
M302T69_NEG,301.8918011309091,68.6143,877045.5212093749,580928.3213449225,NA,431056.6081746747
M302T544_NEG,302.06789586014736,543.981,161700.12266875023,204126.01909548894,157965.55420475395,158439.12533642503
M302T68_NEG,302.0737299623323,68.16550000000001,2962968.6102414043,2592737.8147875033,3144421.2159722196,3272522.5565704843
M302T364_NEG,302.0690148800827,364.2615,93962.21113125035,84258.1656111336,81920.51474999993,90486.98135742253
M302T431_NEG,302.0672598905188,431.22900000000004,NA,65884.0203843748,88277.56549746079,NA
M302T272_NEG,302.09665772311837,271.679,111680.49591183012,154028.78131808055,153166.40518391997,174862.06209228467
M302T384_NEG,302.12343049879996,384.2015,120958.12953554661,142436.6789286025,123620.09482275376,117708.73122949194
M302T841_NEG,302.1692637233655,840.647,189684.80856640975,NA,196760.19905468644,237324.91321874692
M303T64_NEG,302.839559716189,63.71225,879576.8149283843,853530.4436849997,937584.6907000014,885491.3171387507
M303T102_NEG,302.94077897223303,101.90299999999999,1395932.5457041615,1943630.5127886718,1598563.1317024701,1549689.2347799228
M303T78_NEG,302.96969932155525,78.12565,488201.69858177117,853171.0563587883,603841.3123719924,679343.7797731529
M303T87_NEG,303.0029802474925,86.7398,NA,NA,232580.0726957033,296017.86252152815
M303T182_NEG,303.00804927345405,181.863,64622.44667226549,74466.7650207032,NA,72460.51405234367
M303T544_NEG,303.07579530401745,544.4195,638093.6913246383,718164.1526318677,800048.122944464,696356.6594424692
M303T131_NEG,303.08158219611965,130.74200000000002,127883.63582968766,147834.34872949144,134590.91318749954,189597.97111469187
M303T487_NEG,303.1095302914685,486.578,397438.4081738258,422771.0111718756,395374.8157649747,395032.5130756153
M303T375_NEG,303.10682117129545,375.147,106483.8498852541,113539.72509191831,100937.72687695407,115670.16235195183
M303T450_NEG,303.13557974323777,449.864,356648.7106656267,NA,441498.0156789063,412455.94726485765
M303T383_NEG,303.1456879210133,382.511,82211.14788945352,NA,112437.40465397155,97916.02240546765
M303T495_NEG,303.1453638074485,495.2315,NA,61312.32664227769,46192.7337042971,NA
M304T69_NEG,303.88703091866273,69.38865,15732310.668894047,10459881.090428699,10224705.761172656,9290993.316917175
M304T935_NEG,303.9125633753714,935.2295,NA,NA,177599.8171562484,164912.78141249792
M304T221_NEG,303.9998664924341,220.69549999999998,5446634.484666795,5347480.709497072,5482351.6068715565,5665688.144847972
M304T199_NEG,304.0290551969741,198.80200000000002,74075.06347265608,53588.209307812496,88192.29248095711,94740.79240589491
M304T432_NEG,304.08295856708975,431.6845,13167056.380310537,13380420.144800905,12769082.799942471,12749872.585356599
M304T141_NEG,304.1517470895096,141.473,58079.86048437466,NA,62413.64280117188,86488.26852455322
M305T937_NEG,304.91486923893444,937.4715,778728.1592087373,964917.7113326342,1109053.070165044,1254073.891000208
M305T61_NEG,304.9142557762045,61.32899999999999,144968652.80428144,147271612.96351993,122981398.17503728,144138672.48631147
M305T76_NEG,304.99237633743564,76.1252,6661470.1106394315,5513261.083991291,7430529.46481508,6446237.215610518
M305T221_NEG,305.0029850834619,220.69549999999998,275140.25894744374,285454.4658140018,230578.4268836115,285098.88961292565
M305T471_NEG,305.02855422710877,470.756,1775309.9666249966,1742713.8504834755,1704597.5934461225,1723576.2557012609
M305T488_NEG,305.0647826564754,488.271,127756.9209503172,107013.30258675099,NA,117056.9845218757
M305T333_NEG,305.0709818054667,333.49,11597913.885617888,15017818.605090804,15094683.427300306,15333214.99605042
M305T432_NEG,305.0866227042117,431.6845,1822592.4713359377,1821525.1448650581,1749930.3415742186,1782373.7669904158
M305T701_NEG,305.082313401746,700.678,859501.9513374779,944950.4516171858,933667.7529109465,843534.8222812628
M305T151_NEG,305.08869264694715,151.3095,590694.5738281253,674820.3898273018,576385.0545362828,633831.0124389648
M305T187_NEG,305.0816975898175,187.20350000000002,NA,117047.98765092321,NA,126053.56464052729
M305T440_NEG,305.10720883230874,440.029,245666.14700439322,234364.59524511776,244464.0608825667,191579.72171103535
M305T562_NEG,305.10720702893786,562.192,69761.40301093744,51310.3529296875,65612.74948593775,50430.02570234371
M305T425_NEG,305.12494583449575,425.496,161356.07680664107,174347.84520758968,152161.72916145835,167592.38846679658
M305T207_NEG,305.15440309824135,207.465,64728.93373583988,70086.12627929683,70939.82321833142,89572.09980735087
M305T526_NEG,305.16126193396974,526.0255,NA,125902.99971598297,121818.83903808793,NA
M305T736_NEG,305.1763669011797,735.6745,3801551.312357055,3682105.6672993284,4054430.4750659126,3624369.6379266335
M305T721_NEG,305.1760727797947,720.744,18686339.59899791,19043826.17731173,18728335.743124187,18763394.144408993
M306T353_NEG,305.7833342196383,353.01300000000003,NA,132236.50445922892,164931.5938476563,NA
M306T964_NEG,305.84149796253774,964.4345000000001,NA,38208.90681210899,NA,61037.97596397572
M306T61_NEG,305.9177717388915,61.32899999999999,7758348.448257431,7613711.826929698,6042891.097728518,7010358.37864844
M306T221_NEG,305.99543040327586,220.69549999999998,602071.9041589017,581813.2493801429,636281.2909545897,676788.4796618485
M306T126_NEG,306.02352287010865,125.756,1658512.8831218749,1561678.9166724172,1495237.3908749993,1586881.0055880425
M306T470_NEG,306.0319951017714,469.9255,188213.92118750018,180031.52914094998,189379.75380143424,186741.66919252102
M306T75_NEG,306.05867901343316,74.91069999999999,987077.2406806279,1184779.2438289064,1158112.838538708,955790.636267243
M306T365_NEG,306.05761021778596,365.0915,2075026.4201562551,2003803.6028699786,1998105.4157979887,1896604.7120719873
M306T100_NEG,306.0582111956831,100.3032,NA,537279.0029439448,221693.90338839855,NA
M306T534_NEG,306.0771475568429,533.9155000000001,128031.98079833941,113246.09732921011,139452.78801280257,141686.10669067374
M306T333_NEG,306.0742440791281,333.49,1408958.3070862913,1752853.0205270795,1690565.4346113298,1600796.3155229283
M306T177_NEG,306.07716703208894,176.5215,482583.0419725865,520382.05510299467,466778.2888281239,549207.1159873743
M306T694_NEG,306.0770053791208,693.6165,472748.35093275545,NA,NA,443829.7335770064
M306T408_NEG,306.08399961171096,408.34000000000003,881469.0810692486,1135614.9942503003,894872.2081022733,1047079.9598671854
M306T431_NEG,306.0887155884945,430.807,162117.84910807235,NA,167726.07577499954,150288.90500000055
M306T386_NEG,306.0993810595463,385.8615,473392.40374088474,510519.1353287108,493680.93472119066,488177.6104117183
M306T152_NEG,306.09184382688113,151.7255,50486.9063744143,NA,NA,61464.72098307283
M306T721_NEG,306.17940794356605,720.851,3760886.197050227,3203478.3987644096,3251230.693706754,3313099.8197212443
M307T354_NEG,306.5312231420961,353.9205,199559.49219806536,186705.4321738273,122422.56511718778,126015.94528359453
M307T61_NEG,306.9186535678903,61.32899999999999,2368947.814509376,2571825.0424960973,1878342.6546035165,2185796.2658046884
M307T77_NEG,306.9274239380474,76.54845,2215666.9393125027,1730471.270940146,1974319.2599076713,1687055.0069352868
M307T927_NEG,306.91986064033347,927.123,1717556.7362207016,2281197.7206841973,1868827.3599074131,NA
M307T254_NEG,306.982850930302,253.841,421260.9050645839,127292.50686796923,406849.605550782,404833.27733203035
M307T125_NEG,307.0272541365133,125.012,188449.4560722655,166814.42787109368,119646.02003046862,182007.54582978511
M307T333_NEG,307.0665154773535,333.48699999999997,436989.1708924803,480203.66096395603,618772.4782130535,437517.08931676386
M307T353_NEG,307.0851095936535,353.429,157552444.79809287,158451726.60726777,147738312.02329394,154150539.16412118
M307T416_NEG,307.08684638097566,416.2555,NA,65298.549621093116,96568.82844010416,109337.6082356771
M307T408_NEG,307.1408874526735,407.5075,305563.99968052446,272375.31835078134,316207.96652539005,291047.5909160167
M307T712_NEG,307.1911413545869,712.3915,50003714.536600456,53131218.66526543,49869091.337600075,50917966.40849857
M307T743_NEG,307.1918744711171,743.1655000000001,20487579.967206236,22002612.07364539,20620092.46791236,21289217.85373662
M307T938_NEG,307.1918524513438,938.057,NA,224758.8203565824,193967.15697656316,282288.000329723
